level_2_text;level_2_index;source;type;comment;country;name;declared_unit;label_score
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/861407cc-1fd0-4b6a-aea6-b1799869470a;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334_DHMK Version 1, Transportbetonwerk Düsseldorf-Rath, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/3e382e86-2ab5-459f-a55e-e0515714caa8;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMK Version 1, Transportbetonwerk Kalkar, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/83d76518-c34d-455c-9735-0f35b0a1bb92;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMK Version 1, Transportbetonwerk Mülheim, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/07cd922c-183b-47a1-bb56-6c9923c02158;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMK Version 1, Transportbetonwerk Oberhausen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/17b2f191-4208-491b-9d98-b944da09020f;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMK Version 1, Transportbetonwerk Tönisvorst, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/8c70eb56-6f17-4716-9106-15bbf87280d8;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMK Version 1, Transportbetonwerk Wesel, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/ac374c26-952b-4e72-a752-a82671ae0419;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMS Version 1, Transportbetonwerk Münster, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/e8b5b0a2-9783-4b58-88bf-0b30b34ef2f0;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMS Version 1, Transportbetonwerk Unna, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/90ace839-d89e-4e08-9c22-b694c1f77dac;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHOS Version 1, Transportbetonwerk Lüdenscheid-Freisenberg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/41526d2a-2a32-4a5d-a988-6b52a65236d0;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFK Version 1, Transportbetonwerk Fulda, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/1e7858ef-7979-4a6d-8e42-cb6699000ba7;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFS Version 1, Transportbetonwerk Herborn-Burg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/89a539d8-5104-4000-8403-3a1bdd96a07d;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFS Version 1, Transportbetonwerk Heuchelheim, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/2aa3356c-95a2-4cf4-9a30-002f73410ed4;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFS Version 1, Transportbetonwerk Marburg-Cappel, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/4a94cd48-17f3-4b97-ab40-67178c83a98d;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFS Version 1, Transportbetonwerk Merzig, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/de853967-36f2-4194-8564-0bce04659e66;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFS Version 1, Transportbetonwerk Nonnweiler-Mariahütte, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a432620b-a381-42e3-b4c1-1c37c28d0ad0;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFS Version 1, Transportbetonwerk Stadtallendorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/ee025ac7-9042-4d6b-9ae8-87a05953fd61;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFS Version 1, Transportbetonwerk Wilnsdorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/b8321171-85c0-4683-9f7c-ae97df7be13e;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/91e6cb0f-4e64-4ff2-ae5d-1e2b742e08fd;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNMK Version 1, Transportbetonwerk Saarwellingen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a470d699-1989-4d1e-9a07-3c003c515680;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNMK Version 1, Transportbetonwerk Trier, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/eeff017d-e380-4358-98f5-c96483e8c217;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNMK Version 1, Transportbetonwerk Wasserliesch, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/f1b7cdfe-6c5c-45c0-8b0a-e385fe9ec1a4;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Aachen-Haaren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/478b1acc-6fa7-4758-b701-15ce177a381b;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Bergisch-Gladbach, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/733bc84d-54c5-48d0-b795-3e9f698055de;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/0fa8d651-2197-4663-8108-8c538812bec8;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Coesfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/1f6e70c8-a2ae-49de-a8de-65797f6cf0f6;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Dormagen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/72b7d5da-49af-4df1-a4ab-ff3eb03fce3d;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M ECOPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Kerpen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/9e172f5c-08ce-4b69-b423-4ba783ff9f62;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7382bd9f-0738-441f-8cce-5851ee7b2015;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/8a041470-ee78-4286-a318-fcef5cf382fc;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Troisdorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/89398c62-6485-4804-a443-d6e2c7871b6b;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334R-DHNR Version 1, Transportbetonwerk Dortmund-Schüren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/d94e0552-f284-45b8-a6e2-589917be0e4e;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334R-DHNR Version 1, Transportbetonwerk Lünen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/90a2f6bd-7080-4d5d-8dd7-ce93318bb121;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer NA4334-DHZK Version 1, Transportbetonwerk Babenhausen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/d01e5acf-291b-4a5a-8c57-8bc3b11614c4;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer NA4334-DHZS Version 1, Transportbetonwerk Büttelborn, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/924efdc9-7f72-4e70-87e3-eb03406a8102;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer NA4334-DHZS Version 1, Transportbetonwerk Ginsheim-Gustavsburg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7e8f7083-ced2-406a-adb0-b1ca46e4c059;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DHZS Version 1, Transportbetonwerk Unna, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/958d2114-2406-424e-90cd-0fecde9a43e1;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DNFK Version 1, Transportbetonwerk Fulda, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/bb35928b-b46f-4d18-a4ac-5a9cbbfc7834;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DNFS Version 1, Transportbetonwerk Heuchelheim, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/965448d4-4d6e-4286-8f87-7c91fdbce6ff;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DNFS Version 1, Transportbetonwerk Marburg-Cappel, Germany;m3;B
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/03ffdb90-686d-4e17-8e7b-6d7e1f2eb820;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DNFS Version 1, Transportbetonwerk Stadtallendorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/eb5944f9-8394-42dc-bd92-67fd1d7b229b;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DNFS Version 1, Transportbetonwerk Wilnsdorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a0b1476c-aa2a-4b42-bf34-7b9b76bec100;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSFS Version 1, Transportbetonwerk Babenhausen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/320adc1f-02d1-4968-8f92-0886e617a807;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSFS Version 1, Transportbetonwerk Frankfurt, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/6fd412c4-dd19-43be-bf4f-cbd2ee0c45ab;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSFS Version 1, Transportbetonwerk Ginsheim-Gustavsburg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/8863a71f-fd71-453a-8903-5c1a7c24c529;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSFS Version 1, Transportbetonwerk Mainz, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/d1142dbb-5609-4d70-8397-11877e6977b6;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSMK Version 1, Transportbetonwerk Saarwellingen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/274bedf1-dd51-4d95-af19-b5f02e473f53;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSMK Version 1, Transportbetonwerk Trier, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/5fb4daf8-8dbe-4987-87bc-3105e2c16960;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSMK Version 1, Transportbetonwerk Wasserliesch, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/e0888be4-d156-4af4-8fda-6a3a07f89587;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSMS Version 1, Transportbetonwerk Merzig, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/dd4889c7-afc4-4516-85c9-44c52f095ff6;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSMS Version 1, Transportbetonwerk Nonnweiler-Mariahütte, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/8ef7b1b9-da21-43c9-a7d1-9a14d9dc7bcf;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Aachen-Haaren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/0bc990af-7d6d-4f8a-82fb-abb5e82b83db;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Ahaus, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/d0479d84-76d5-4158-bb50-c99eeac17827;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Bergisch-Gladbach, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/52c15bac-790d-40a3-b0d3-e0858cf377dc;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Bocholt, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/90f4b03c-f6cf-48de-9425-d3c420398f59;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Brüggen Bracht, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/581af8bc-db11-4eac-8f36-ef14e3c1d006;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Coesfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/445dc3b6-fa50-4135-a658-4a3fe4ebc14b;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Dormagen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7a78442b-5f79-4c86-882f-a2bf6300dbe8;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Düsseldorf-Rath, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/58a0b3ad-02e5-43ec-940b-0019e4f5482b;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Herne, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/ddd2f2ba-7f84-41d9-b397-bddf966495a7;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Kalkar, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/75664b68-4169-4186-a5e2-a7b04c77f378;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Kerpen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/35a5da15-d24b-44a7-b816-80085e47ccd1;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Langenfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/ed09715b-4807-4ab4-8f99-c73a3c418cf8;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mönchengladbach, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/062aad80-447e-4d9d-a3b5-d4964696241a;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/caa94faf-54e2-4ee5-8432-9f08e01f2728;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Oberhausen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/ea3529b8-c6d5-49ea-9a39-c8626700a0b4;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/9e6ebcfa-6f95-4360-bd62-e0f662b81bbd;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Tönisvorst, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a46fd27b-e4a0-4cf6-baf8-c5be07a89dd9;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Troisdorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a00cdb35-8c7b-4aad-93e2-c165c0e7df0a;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Wesel, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7ee4de42-3f57-42e0-8d22-3f52c1943baf;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Balve, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/94fd8d80-fa22-4a13-af0d-1b2f7e83d72a;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/e2695581-ea31-40d3-ab4a-355b447d0c85;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lüdenscheid-Freisenberg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a59e8f84-07b3-4827-a18a-62260c3ff933;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/fa211ff1-02e6-4e05-b1d2-f6427b3425e6;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Münster, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/b38aee07-bc49-4c3d-9c34-7e7787255707;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Plettenberg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/aca47c5d-fc8c-41f4-b592-9ec5d0a606cd;official;;Germany;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Radevormwald, Germany;m3;C
